0.04594588	0.107522875	0.13586141	0.022781027	-0.019093674	-0.07136021	-0.10021138	-0.03266974	0.004365728	-0.0853424	0.022049729	0.0006105151	0.00051853305	-0.027857743	0.052274577	0.18845038
0.0034608943	0.08424777	0.03497794	-0.005723078	-0.015748862	-0.17198184	-0.022635775	-0.016566256	-0.06925738	-0.044601753	0.037491523	0.044822156	-0.044936426	0.030783415	-0.0017329667	0.12204409
-0.083087504	-0.12696892	-0.12187427	-0.08718867	-0.16786993	-0.14920218	0.13903946	-0.09094137	-0.18712856	0.09479812	-0.07571841	0.1465776	-0.16115339	0.1657955	-0.08568561	0.00029534684
-0.017742649	0.08903356	0.0018222631	-0.01757232	-0.10108887	-0.15705426	-0.0352893	-0.060776867	-0.11319632	-0.03953988	0.013628409	0.040313706	0.019819561	0.034823723	0.034539588	0.13931075
-0.053742956	0.0077104345	0.03177705	-0.04347692	-0.083130464	-0.18387923	-0.039147906	-0.10845064	-0.09074315	0.050248798	0.0031304911	0.116214424	-0.047186263	-0.005723498	-0.014511694	0.16705397
0.09834404	0.07230447	0.039776035	0.004451933	-0.0012711706	-0.043247513	-0.020274293	0.048077587	-0.027201608	-0.02397065	0.08073047	-0.020979725	0.05809004	-0.03595776	0.069178544	0.10769692
-0.058912877	-0.051392544	-0.004141061	-0.054867715	-0.093506254	-0.1830795	0.019934542	-0.09845089	-0.090609275	0.08676598	-0.06682554	0.09214892	-0.015305584	0.085897	-0.04809478	0.054217156
-0.0074383565	-0.010127174	0.015879804	-0.056214165	-0.1289453	-0.10277521	0.009126179	-0.11031231	-0.045356795	0.081787005	-0.0047746515	0.12971126	-0.020332417	0.03389978	-0.04459183	0.07345005
-0.17224053	-0.09004349	-0.06387621	-0.10174711	-0.10622882	-0.2040328	0.09885724	-0.13389222	-0.19809724	0.14085644	-0.10412418	0.17378895	-0.12142947	0.10660579	-0.09277783	-0.062923156
-0.075556554	-0.037538618	-0.033833027	-0.062392596	-0.064292684	-0.15395772	0.055840712	-0.030412748	-0.119814985	0.0394728	-0.017912043	0.07669741	-0.0075462097	0.035394926	-0.021568889	0.08452859
0.11561516	0.103989914	0.09967855	0.09524013	0.06168522	0.0057288874	-0.072293535	0.1022259	0.06472768	-0.13199009	0.13996653	-0.03101772	0.036017764	-0.043576866	0.13346551	0.1249588
-0.03432547	0.048422147	0.078789316	0.027149579	-0.012943979	-0.15884465	0.027728101	-0.04342721	-0.072793975	-0.0034861804	0.014967807	-0.015441408	-0.0061629177	0.008229898	0.0597595	0.044878658
0.07147765	0.062336165	0.064669706	0.1080864	0.08180727	-0.044295296	-0.13242929	0.051583957	0.09097023	-0.06657432	0.11099475	-0.062395934	0.095319636	-0.10512941	0.10067338	0.19413067
-0.11048257	-0.052804045	-0.060182977	-0.09322543	-0.11698486	-0.09175786	0.030414509	-0.12514415	-0.09997875	0.037946213	-0.018621232	0.12815619	-0.038971514	0.037287444	-0.088686764	0.004886707
0.0136632	0.02707189	0.10641265	0.03301501	0.023170592	-0.10884711	-0.08677743	-0.015921349	-0.01610544	-0.02783844	-0.00331637	0.023956884	0.02938603	0.0029431016	0.062862635	0.14659767
-0.062597424	0.0642763	0.022109682	-0.061209418	-0.05979833	-0.10184344	0.022086687	-0.040934958	-0.058477685	-0.022337025	-0.037640963	0.03877322	-0.023925332	0.0021193852	-0.026889257	0.09114707
